product_id,cluster_id,segment,is_anomaly
15352471454083,2,budget,0
15819077452163,2,budget,0
15457872183683,2,budget,0
15599492596099,2,budget,0
15389726835075,2,budget,0
15389726769539,2,budget,0
15448246026627,2,budget,0
15506851168643,2,budget,0
15728071999875,2,budget,0
15544581390723,2,budget,0
15457873887619,2,budget,0
15544575361411,2,budget,0
9755296072018,2,budget,0
15646994170243,2,budget,0
15409487610243,2,budget,0
6723183542421,2,budget,0
15544576934275,2,budget,0
15575446880643,2,budget,0
15506859524483,2,budget,0
7836105343125,2,budget,0
15819073159555,2,budget,0
15396627480963,2,budget,0
15352474861955,2,budget,0
15728068133251,2,budget,0
15319051108739,2,budget,0
15575439737219,2,budget,0
15360495190403,2,budget,0
15544580342147,2,budget,0
15335346241923,2,budget,0
15427618996611,2,budget,0
8654551286098,2,budget,0
15457874084227,2,budget,0
15575441473923,2,budget,0
15171094774147,2,budget,0
15575445209475,2,budget,0
15575445766531,2,budget,0
15575446290819,2,budget,0
15352474370435,2,budget,0
15646987911555,2,budget,0
15506860540291,2,budget,0
8490585456978,2,budget,0
15319055892867,2,budget,0
8838337102162,2,budget,0
15389727195523,2,budget,0
9755268776274,2,budget,0
15544576737667,2,budget,0
15396626891139,2,budget,0
7635731054741,2,budget,0
8804855120210,2,budget,0
9595596112210,2,budget,0
15599494005123,2,budget,0
15448246616451,2,budget,0
14879231181187,2,budget,0
8542093574482,2,budget,0
15728074260867,2,budget,0
15319050355075,2,budget,0
15575439704451,2,budget,0
15307275239811,2,budget,0
8793739723090,2,budget,0
15819076305283,2,budget,0
15396628562307,2,budget,0
15599487549827,2,budget,0
15319056679299,2,budget,0
15409078534531,2,budget,0
15575440949635,2,budget,0
15819073061251,2,budget,0
15728073212291,2,budget,0
8793740149074,2,budget,0
15427617128835,2,budget,0
15544576016771,2,budget,0
15396629676419,2,budget,0
15599492268419,2,budget,0
15389726736771,2,budget,0
15728066888067,2,budget,0
9287442301266,2,budget,0
15506851332483,2,budget,0
7845552226453,2,budget,0
9287447445842,2,budget,0
8520023703890,2,budget,0
15819072635267,2,budget,0
15575447175555,2,budget,0
15427617227139,2,budget,0
15396629512579,2,budget,0
15728067150211,2,budget,0
15319057564035,2,budget,0
7400950136981,2,budget,0
15506854674819,2,budget,0
15765864513923,2,budget,0
15379488932227,2,budget,0
15575439245699,2,budget,0
15360495518083,2,budget,0
15427616801155,2,budget,0
15527216021891,2,budget,0
15575445045635,2,budget,0
15056157475203,2,budget,0
15765864251779,2,budget,0
15427617587587,2,budget,0
15506858443139,2,budget,0
15599489679747,2,budget,0
15352472273283,2,budget,0
15383821418883,2,budget,0
15319053926787,2,budget,0
15448245993859,2,budget,0
8573335372114,2,budget,0
15544579654019,2,budget,0
15217113563523,2,budget,0
8490572480850,2,budget,0
15427619127683,2,budget,0
8573342155090,2,budget,0
15544577753475,2,budget,0
15544575164803,2,budget,0
15352474993027,2,budget,0
15427619619203,2,budget,0
15335324090755,2,budget,0
15728069607811,2,budget,0
